+3.81500E-1	+2.14513E-1	+3.01338E-1
+3.89969E-1	+2.10497E-1	+2.95569E-1
+3.92487E-1	+2.19777E-1	+3.08782E-1
+3.86765E-1	+2.11720E-1	+2.97394E-1
+3.75305E-1	+2.13974E-1	+3.00782E-1
+3.77533E-1	+2.10934E-1	+2.96434E-1
+3.64990E-1	+2.04447E-1	+2.87299E-1
+3.59665E-1	+2.03889E-1	+2.86446E-1
+3.67020E-1	+1.97893E-1	+2.77965E-1
+3.52600E-1	+1.94101E-1	+2.72554E-1
+3.50067E-1	+1.87503E-1	+2.63210E-1
+3.33603E-1	+1.81474E-1	+2.54539E-1
+3.21503E-1	+1.70612E-1	+2.39162E-1
+3.13232E-1	+1.63134E-1	+2.28636E-1
+2.94922E-1	+1.54280E-1	+2.16055E-1
+2.75787E-1	+1.43112E-1	+2.00067E-1
+2.73285E-1	+1.34618E-1	+1.87969E-1
+2.51068E-1	+1.22367E-1	+1.70486E-1
+2.34360E-1	+1.12629E-1	+1.56488E-1
+2.20169E-1	+1.02131E-1	+1.41392E-1
+2.05612E-1	+9.46344E-2	+1.30562E-1
+1.96182E-1	+8.06767E-2	+1.10292E-1
+1.80969E-1	+7.09088E-2	+9.59760E-2
+1.66458E-1	+6.04222E-2	+8.03440E-2
+1.51520E-1	+5.10324E-2	+6.60434E-2
+1.39740E-1	+4.06192E-2	+4.94825E-2
+1.26587E-1	+3.25172E-2	+3.56739E-2
+1.06842E-1	+2.69973E-2	+2.46056E-2
+1.22116E-1	+2.70427E-2	+2.46630E-2
+1.32004E-1	+3.25186E-2	+3.54842E-2
+1.48254E-1	+4.16559E-2	+5.11538E-2
+1.54663E-1	+5.13517E-2	+6.64528E-2
+1.73111E-1	+6.10780E-2	+8.12401E-2
+1.98837E-1	+7.23931E-2	+9.80708E-2
+1.96518E-1	+8.47319E-2	+1.16164E-1
+2.23129E-1	+9.31479E-2	+1.28404E-1
+2.39868E-1	+1.06006E-1	+1.46979E-1
+2.51511E-1	+1.17274E-1	+1.63166E-1
+2.60773E-1	+1.26758E-1	+1.76816E-1
+2.79861E-1	+1.37846E-1	+1.92645E-1
+2.93091E-1	+1.47527E-1	+2.06562E-1
+2.99591E-1	+1.54953E-1	+2.17088E-1
+3.22296E-1	+1.65806E-1	+2.32559E-1
+3.22495E-1	+1.65569E-1	+2.32168E-1
+3.32550E-1	+1.79065E-1	+2.51374E-1
+3.46573E-1	+1.86475E-1	+2.61936E-1
+3.57803E-1	+1.93640E-1	+2.72151E-1
+3.59131E-1	+2.00174E-1	+2.81250E-1
+3.71033E-1	+2.03847E-1	+2.86691E-1
+3.84033E-1	+2.08788E-1	+2.93735E-1
+3.74725E-1	+2.12576E-1	+2.98972E-1
+3.84598E-1	+2.16938E-1	+3.05126E-1
+3.88504E-1	+2.18473E-1	+3.07383E-1
+3.90549E-1	+2.20571E-1	+3.10282E-1
+3.92349E-1	+2.21223E-1	+3.11120E-1
