+4.93225E-1	+2.92397E-1	+4.12090E-1
+5.00153E-1	+2.91357E-1	+4.10528E-1
+4.90128E-1	+2.90559E-1	+4.08752E-1
+4.94980E-1	+2.94695E-1	+4.14997E-1
+4.85657E-1	+2.94228E-1	+4.13616E-1
+5.01617E-1	+2.94454E-1	+4.14315E-1
+5.00610E-1	+2.94701E-1	+4.14596E-1
+4.93546E-1	+2.94327E-1	+4.14414E-1
+4.89349E-1	+2.92013E-1	+4.11426E-1
+4.94324E-1	+2.93821E-1	+4.13769E-1
+4.88144E-1	+2.94444E-1	+4.14845E-1
+4.97269E-1	+2.95130E-1	+4.15499E-1
+5.00137E-1	+2.95263E-1	+4.15817E-1
+4.88174E-1	+2.94514E-1	+4.14710E-1
+4.86481E-1	+2.93479E-1	+4.13476E-1
+5.03998E-1	+2.93874E-1	+4.13828E-1
+4.99603E-1	+2.92854E-1	+4.12424E-1
+4.92676E-1	+2.93236E-1	+4.12937E-1
+4.86069E-1	+2.93580E-1	+4.13712E-1
+4.88632E-1	+2.92192E-1	+4.11305E-1
+4.86328E-1	+2.92737E-1	+4.12361E-1
+4.95224E-1	+2.91037E-1	+4.09994E-1
+4.86832E-1	+2.91151E-1	+4.10295E-1
+4.88770E-1	+2.93493E-1	+4.13424E-1
+5.00488E-1	+2.93838E-1	+4.14274E-1
+5.08331E-1	+2.93854E-1	+4.14213E-1
+4.88052E-1	+2.93512E-1	+4.13800E-1
+4.91196E-1	+2.94034E-1	+4.14427E-1
+5.02396E-1	+2.94487E-1	+4.15163E-1
+4.87518E-1	+2.86003E-1	+4.03110E-1
+4.91577E-1	+2.91450E-1	+4.10832E-1
+4.95117E-1	+2.93057E-1	+4.13049E-1
+4.99985E-1	+2.93789E-1	+4.14215E-1
+4.93652E-1	+2.93690E-1	+4.14056E-1
+5.01236E-1	+2.94479E-1	+4.15256E-1
+4.93515E-1	+2.95897E-1	+4.17222E-1
+4.95880E-1	+2.95112E-1	+4.16113E-1
+5.00000E-1	+2.96061E-1	+4.17397E-1
+5.00488E-1	+2.96839E-1	+4.18511E-1
+4.88800E-1	+2.96559E-1	+4.17993E-1
+4.98306E-1	+2.96144E-1	+4.17625E-1
+5.01923E-1	+2.93639E-1	+4.13983E-1
+5.53207E-1	+2.95264E-1	+4.16260E-1
+4.99664E-1	+2.98967E-1	+4.21471E-1
+5.04074E-1	+2.99615E-1	+4.22182E-1
+4.91165E-1	+2.99864E-1	+4.22779E-1
+5.01846E-1	+3.00576E-1	+4.23760E-1
+4.99954E-1	+2.99916E-1	+4.22511E-1
+5.04303E-1	+2.97373E-1	+4.19097E-1
+4.93973E-1	+2.98059E-1	+4.19999E-1
+4.95163E-1	+3.00062E-1	+4.23087E-1
+4.98856E-1	+3.01486E-1	+4.25068E-1
+5.15244E-1	+3.01138E-1	+4.24510E-1
+5.02197E-1	+3.01628E-1	+4.25199E-1
+5.00900E-1	+3.02809E-1	+4.26524E-1
