+6.89270E-1	+4.27053E-1	+6.00616E-1
+6.79291E-1	+4.23683E-1	+5.98077E-1
+6.48132E-1	+4.02812E-1	+5.68814E-1
+6.28296E-1	+3.83970E-1	+5.42150E-1
+5.83054E-1	+3.59568E-1	+5.07553E-1
+5.61646E-1	+3.39415E-1	+4.78982E-1
+5.13443E-1	+3.09813E-1	+4.36944E-1
+4.60434E-1	+2.71327E-1	+3.82402E-1
+4.18869E-1	+2.37325E-1	+3.34086E-1
+3.71399E-1	+2.00633E-1	+2.81792E-1
+3.04901E-1	+1.59208E-1	+2.22978E-1
+2.43576E-1	+1.18770E-1	+1.65128E-1
+1.86432E-1	+7.68440E-2	+1.04312E-1
+1.30676E-1	+3.63330E-2	+4.15828E-2
+1.17416E-1	+2.68331E-2	+2.29679E-2
+1.62811E-1	+5.51910E-2	+7.18438E-2
+2.20856E-1	+9.43614E-2	+1.29856E-1
+2.76489E-1	+1.36412E-1	+1.90337E-1
+3.49136E-1	+1.77778E-1	+2.49409E-1
+3.70468E-1	+2.04898E-1	+2.87960E-1
+4.22577E-1	+2.40243E-1	+3.37853E-1
+4.47098E-1	+2.57961E-1	+3.63362E-1
+5.03372E-1	+3.00777E-1	+4.23952E-1
+5.45013E-1	+3.33529E-1	+4.70670E-1
+5.80780E-1	+3.51610E-1	+4.95625E-1
+6.09863E-1	+3.65231E-1	+5.15206E-1
+5.57220E-1	+3.37888E-1	+4.76706E-1
+6.17355E-1	+3.77314E-1	+5.32368E-1
+5.85602E-1	+3.50278E-1	+4.93623E-1
+6.26724E-1	+3.77394E-1	+5.31729E-1
+5.66757E-1	+3.40862E-1	+4.80430E-1
+5.50156E-1	+3.29777E-1	+4.64989E-1
+5.46768E-1	+3.30758E-1	+4.66383E-1
+5.30228E-1	+3.05959E-1	+4.31237E-1
+4.77020E-1	+2.74920E-1	+3.86793E-1
+4.34525E-1	+2.50645E-1	+3.52685E-1
+3.96393E-1	+2.20169E-1	+3.09427E-1
+3.52417E-1	+1.92945E-1	+2.70858E-1
+2.90863E-1	+1.43557E-1	+2.00320E-1
+2.33841E-1	+1.05625E-1	+1.45990E-1
+1.84326E-1	+7.19685E-2	+9.71637E-2
+1.48010E-1	+4.16397E-2	+5.04373E-2
+1.36368E-1	+4.14374E-2	+5.02114E-2
+1.82648E-1	+6.67788E-2	+8.93456E-2
+2.27966E-1	+1.03547E-1	+1.43157E-1
+2.89459E-1	+1.46462E-1	+2.04870E-1
+3.34229E-1	+1.82924E-1	+2.56889E-1
+3.82828E-1	+2.13419E-1	+3.00044E-1
+4.37500E-1	+2.52610E-1	+3.55744E-1
+4.69543E-1	+2.76916E-1	+3.90209E-1
+5.07080E-1	+2.99293E-1	+4.21867E-1
+5.21744E-1	+3.19104E-1	+4.50150E-1
+5.60974E-1	+3.39604E-1	+4.79086E-1
+5.84610E-1	+3.52528E-1	+4.97359E-1
+6.02158E-1	+3.66470E-1	+5.17195E-1
