Record Length,Analog:14000
Sample Interval,CH:0.0000000500000
Vertical Units,CH1:V CH4:V,,,
Vertical Scale,CH1:+2.000000E-03 CH4:+5.000000E-01,,,
Vertical Offset,CH1:+6.400000E-04 CH4:+2.700000E-01,,,
Horizontal Units,us,,,
Horizontal Scale,50.0000000000,,,
Model Number,SDS1104X-E,,,
Serial Number,SDSMMEBX4R2044,,,
Software Version,8.1.6.1.35R2,,,
Source,CH1,CH4
Second,Volt,Volt
-4.570000E-05,-8.799999E-04,-1.990000E+00
-4.565000E-05,-8.799999E-04,-1.970000E+00
-4.560000E-05,-9.600000E-04,-1.990000E+00
-4.555000E-05,-9.600000E-04,-1.970000E+00
-4.550000E-05,-9.600000E-04,-1.990000E+00
-4.545000E-05,-8.799999E-04,-1.990000E+00
-4.540000E-05,-8.799999E-04,-1.990000E+00
-4.535000E-05,-9.600000E-04,-1.970000E+00
-4.530000E-05,-9.600000E-04,-1.970000E+00
-4.525000E-05,-8.799999E-04,-1.990000E+00
-4.520000E-05,-9.600000E-04,-1.990000E+00
-4.515000E-05,-9.600000E-04,-1.990000E+00
-4.510000E-05,-9.600000E-04,-1.970000E+00
-4.505000E-05,-9.600000E-04,-1.970000E+00
-4.500000E-05,-8.799999E-04,-1.990000E+00
-4.495000E-05,-1.040000E-03,-1.990000E+00
-4.490000E-05,-9.600000E-04,-1.970000E+00
-4.485000E-05,-8.799999E-04,-1.970000E+00
-4.480000E-05,-9.600000E-04,-1.990000E+00
-4.475000E-05,-9.600000E-04,-1.990000E+00
-4.470000E-05,-8.799999E-04,-1.990000E+00
-4.465000E-05,-9.600000E-04,-1.990000E+00
-4.460000E-05,-9.600000E-04,-1.990000E+00
-4.455000E-05,-9.600000E-04,-1.990000E+00
-4.450000E-05,-9.600000E-04,-1.990000E+00
-4.445000E-05,-8.799999E-04,-1.970000E+00
-4.440000E-05,-9.600000E-04,-1.990000E+00
-4.435000E-05,-9.600000E-04,-1.990000E+00
-4.430000E-05,-9.600000E-04,-1.990000E+00
-4.425000E-05,-8.799999E-04,-1.990000E+00
-4.420000E-05,-8.799999E-04,-1.990000E+00
-4.415000E-05,-8.799999E-04,-1.970000E+00
-4.410000E-05,-8.799999E-04,-1.990000E+00
-4.405000E-05,-8.799999E-04,-1.970000E+00
-4.400000E-05,-8.799999E-04,-1.970000E+00
-4.395000E-05,-8.799999E-04,-1.970000E+00
-4.390000E-05,-8.799999E-04,-1.970000E+00
-4.385000E-05,-8.799999E-04,-1.990000E+00
-4.380000E-05,-9.600000E-04,-1.990000E+00
-4.375000E-05,-9.600000E-04,-1.990000E+00
-4.370000E-05,-8.799999E-04,-1.990000E+00
-4.365000E-05,-9.600000E-04,-1.990000E+00
-4.360000E-05,-9.600000E-04,-1.970000E+00
-4.355000E-05,-9.600000E-04,-1.990000E+00
-4.350000E-05,-8.799999E-04,-1.970000E+00
-4.345000E-05,-9.600000E-04,-1.970000E+00
-4.340000E-05,-9.600000E-04,-1.970000E+00
-4.335000E-05,-8.799999E-04,-1.990000E+00
-4.330000E-05,-8.799999E-04,-1.990000E+00
-4.325000E-05,-9.600000E-04,-1.990000E+00
-4.320000E-05,-8.799999E-04,-1.970000E+00
-4.315000E-05,-9.600000E-04,-1.990000E+00
-4.310000E-05,-8.799999E-04,-1.990000E+00
-4.305000E-05,-9.600000E-04,-1.970000E+00
-4.300000E-05,-9.600000E-04,-1.970000E+00
-4.295000E-05,-8.799999E-04,-1.990000E+00
-4.290000E-05,-9.600000E-04,-1.990000E+00
-4.285000E-05,-8.799999E-04,-1.990000E+00
-4.280000E-05,-8.799999E-04,-1.990000E+00
-4.275000E-05,-8.799999E-04,-1.990000E+00
-4.270000E-05,-8.799999E-04,-1.990000E+00
-4.265000E-05,-9.600000E-04,-1.990000E+00
-4.260000E-05,-9.600000E-04,-1.990000E+00
-4.255000E-05,-9.600000E-04,-1.990000E+00
-4.250000E-05,-9.600000E-04,-1.990000E+00
-4.245000E-05,-9.600000E-04,-1.970000E+00
-4.240000E-05,-9.600000E-04,-1.970000E+00
-4.235000E-05,-9.600000E-04,-1.990000E+00
-4.230000E-05,-8.799999E-04,-1.970000E+00
-4.225000E-05,-9.600000E-04,-1.970000E+00
-4.220000E-05,-9.600000E-04,-1.990000E+00
-4.215000E-05,-9.600000E-04,-1.990000E+00
-4.210000E-05,-9.600000E-04,-1.990000E+00
-4.205000E-05,-9.600000E-04,-1.990000E+00
-4.200000E-05,-9.600000E-04,-1.970000E+00
-4.195000E-05,-8.799999E-04,-1.990000E+00
-4.190000E-05,-8.799999E-04,-1.990000E+00
-4.185000E-05,-9.600000E-04,-1.990000E+00
-4.180000E-05,-9.600000E-04,-1.990000E+00
-4.175000E-05,-8.799999E-04,-1.990000E+00
-4.170000E-05,-8.799999E-04,-1.970000E+00
-4.165000E-05,-9.600000E-04,-1.970000E+00
-4.160000E-05,-8.799999E-04,-1.990000E+00
-4.155000E-05,-9.600000E-04,-1.990000E+00
-4.150000E-05,-9.600000E-04,-1.990000E+00
-4.145000E-05,-9.600000E-04,-1.970000E+00
-4.140000E-05,-9.600000E-04,-1.990000E+00
-4.135000E-05,-8.799999E-04,-1.990000E+00
-4.130000E-05,-9.600000E-04,-1.970000E+00
-4.125000E-05,-9.600000E-04,-1.970000E+00
-4.120000E-05,-9.600000E-04,-1.990000E+00
-4.115000E-05,-8.799999E-04,-1.990000E+00
-4.110000E-05,-8.799999E-04,-1.990000E+00
-4.105000E-05,-8.799999E-04,-1.970000E+00
-4.100000E-05,-8.799999E-04,-1.990000E+00
-4.095000E-05,-8.799999E-04,-1.990000E+00
-4.090000E-05,-9.600000E-04,-1.970000E+00
-4.085000E-05,-8.799999E-04,-1.990000E+00
-4.080000E-05,-8.000000E-04,-1.970000E+00
-4.075000E-05,-8.799999E-04,-1.990000E+00
-4.070000E-05,-8.799999E-04,-1.970000E+00
-4.065000E-05,-9.600000E-04,-1.990000E+00
-4.060000E-05,-8.799999E-04,-1.990000E+00
-4.055000E-05,-8.799999E-04,-1.990000E+00
-4.050000E-05,-1.040000E-03,-1.970000E+00
-4.045000E-05,-9.600000E-04,-1.990000E+00
-4.040000E-05,-8.799999E-04,-1.990000E+00
-4.035000E-05,-9.600000E-04,-1.990000E+00
-4.030000E-05,-8.799999E-04,-1.970000E+00
-4.025000E-05,-9.600000E-04,-1.970000E+00
-4.020000E-05,-8.799999E-04,-1.990000E+00
-4.015000E-05,-8.799999E-04,-1.970000E+00
-4.010000E-05,-9.600000E-04,-1.990000E+00
-4.005000E-05,-9.600000E-04,-1.990000E+00
-4.000000E-05,-9.600000E-04,-1.990000E+00
-3.995000E-05,-9.600000E-04,-1.990000E+00
-3.990000E-05,-9.600000E-04,-1.990000E+00
-3.985000E-05,-9.600000E-04,-1.970000E+00
-3.980000E-05,-9.600000E-04,-1.990000E+00
-3.975000E-05,-9.600000E-04,-1.990000E+00
-3.970000E-05,-9.600000E-04,-1.970000E+00
-3.965000E-05,-9.600000E-04,-1.990000E+00
-3.960000E-05,-8.799999E-04,-1.990000E+00
-3.955000E-05,-9.600000E-04,-1.970000E+00
-3.950000E-05,-9.600000E-04,-1.990000E+00
-3.945000E-05,-8.799999E-04,-1.970000E+00
-3.940000E-05,-9.600000E-04,-1.990000E+00
-3.935000E-05,-9.600000E-04,-1.990000E+00
-3.930000E-05,-9.600000E-04,-1.970000E+00
-3.925000E-05,-9.600000E-04,-1.970000E+00
-3.920000E-05,-8.799999E-04,-1.970000E+00
-3.915000E-05,-9.600000E-04,-1.990000E+00
-3.910000E-05,-1.040000E-03,-1.990000E+00
-3.905000E-05,-9.600000E-04,-1.990000E+00
-3.900000E-05,-9.600000E-04,-1.970000E+00
-3.895000E-05,-9.600000E-04,-1.990000E+00
-3.890000E-05,-9.600000E-04,-1.990000E+00
-3.885000E-05,-1.040000E-03,-1.990000E+00
-3.880000E-05,-9.600000E-04,-1.990000E+00
-3.875000E-05,-9.600000E-04,-1.990000E+00
-3.870000E-05,-9.600000E-04,-1.990000E+00
-3.865000E-05,-9.600000E-04,-1.970000E+00
-3.860000E-05,-1.040000E-03,-1.970000E+00
-3.855000E-05,-8.799999E-04,-1.990000E+00
